Zipcodes,Date,Online Available,Pharmacy,Store Sales,Median Income,Population,Year,Pop High/Low,Income High/Low
90003,01-01-2015,0,1,67385,18996,35177,2015,0,0
90003,02-01-2015,0,1,67862,18996,35177,2015,0,0
90003,03-01-2015,0,1,72886,18996,35177,2015,0,0
90003,04-01-2015,0,1,59983,18996,35177,2015,0,0
90003,05-01-2015,0,1,56489,18996,35177,2015,0,0
90003,06-01-2015,0,1,60116,18996,35177,2015,0,0
90003,07-01-2015,0,1,63849,18996,35177,2015,0,0
90003,08-01-2015,0,1,61821,18996,35177,2015,0,0
90003,09-01-2015,0,1,70163,18996,35177,2015,0,0
90003,10-01-2015,0,1,70725,18996,35177,2015,0,0
90003,11-01-2015,0,1,59260,18996,35177,2015,0,0
90003,12-01-2015,0,1,55906,18996,35177,2015,0,0
90003,01-01-2016,0,1,59891,18996,35177,2016,0,0
90003,02-01-2016,0,1,60705,18996,35177,2016,0,0
90003,03-01-2016,0,1,81039,18996,35177,2016,0,0
90003,04-01-2016,0,1,68030,18996,35177,2016,0,0
90003,05-01-2016,0,1,65841,18996,35177,2016,0,0
90003,06-01-2016,0,1,55127,18996,35177,2016,0,0
90003,07-01-2016,0,1,64550,18996,35177,2016,0,0
90003,08-01-2016,0,1,72998,18996,35177,2016,0,0
90003,09-01-2016,0,1,66655,18996,35177,2016,0,0
90003,10-01-2016,0,1,65764,18996,35177,2016,0,0
90003,11-01-2016,0,1,55233,18996,35177,2016,0,0
90003,12-01-2016,0,1,72268,18996,35177,2016,0,0
90004,01-01-2015,0,0,92524,24198,43589,2015,1,0
90004,02-01-2015,0,0,90847,24198,43589,2015,1,0
90004,03-01-2015,0,0,112860,24198,43589,2015,1,0
90004,04-01-2015,0,0,116193,24198,43589,2015,1,0
90004,05-01-2015,0,0,101131,24198,43589,2015,1,0
90004,06-01-2015,0,0,83727,24198,43589,2015,1,0
90004,07-01-2015,0,0,106510,24198,43589,2015,1,0
90004,08-01-2015,0,0,94064,24198,43589,2015,1,0
90004,09-01-2015,0,0,111520,24198,43589,2015,1,0
90004,10-01-2015,0,0,80162,24198,43589,2015,1,0
90004,11-01-2015,0,0,112670,24198,43589,2015,1,0
90004,12-01-2015,0,0,102333,24198,43589,2015,1,0
90004,01-01-2016,0,0,108451,24198,43589,2016,1,0
90004,02-01-2016,0,0,103335,24198,43589,2016,1,0
90004,03-01-2016,0,0,108641,24198,43589,2016,1,0
90004,04-01-2016,0,0,109643,24198,43589,2016,1,0
90004,05-01-2016,0,0,113915,24198,43589,2016,1,0
90004,06-01-2016,0,0,95984,24198,43589,2016,1,0
90004,07-01-2016,0,0,109569,24198,43589,2016,1,0
90004,08-01-2016,0,0,97039,24198,43589,2016,1,0
90004,09-01-2016,0,0,105308,24198,43589,2016,1,0
90004,10-01-2016,0,0,98093,24198,43589,2016,1,0
90004,11-01-2016,0,0,104359,24198,43589,2016,1,0
90004,12-01-2016,0,0,108662,24198,43589,2016,1,0
90006,01-01-2015,0,0,56983,16714,38046,2015,0,0
90006,02-01-2015,0,0,53511,16714,38046,2015,0,0
90006,03-01-2015,0,0,63590,16714,38046,2015,0,0
90006,04-01-2015,0,0,53950,16714,38046,2015,0,0
90006,05-01-2015,0,0,61695,16714,38046,2015,0,0
90006,06-01-2015,0,0,65472,16714,38046,2015,0,0
90006,07-01-2015,0,0,52023,16714,38046,2015,0,0
90006,08-01-2015,0,0,66617,16714,38046,2015,0,0
90006,09-01-2015,0,0,68773,16714,38046,2015,0,0
90006,10-01-2015,0,0,63533,16714,38046,2015,0,0
90006,11-01-2015,0,0,66808,16714,38046,2015,0,0
90006,12-01-2015,0,0,51101,16714,38046,2015,0,0
90006,01-01-2016,0,0,64868,16714,38046,2016,0,0
90006,02-01-2016,0,0,59832,16714,38046,2016,0,0
90006,03-01-2016,0,0,62267,16714,38046,2016,0,0
90006,04-01-2016,0,0,72086,16714,38046,2016,0,0
90006,05-01-2016,0,0,60258,16714,38046,2016,0,0
90006,06-01-2016,0,0,62299,16714,38046,2016,0,0
90006,07-01-2016,0,0,49537,16714,38046,2016,0,0
90006,08-01-2016,0,0,56659,16714,38046,2016,0,0
90006,09-01-2016,0,0,65383,16714,38046,2016,0,0
90006,10-01-2016,0,0,57994,16714,38046,2016,0,0
90006,11-01-2016,0,0,51890,16714,38046,2016,0,0
90006,12-01-2016,0,0,57867,16714,38046,2016,0,0
90011,01-01-2015,0,1,81962,16576,54694,2015,1,0
90011,02-01-2015,0,1,86817,16576,54694,2015,1,0
90011,03-01-2015,0,1,82933,16576,54694,2015,1,0
90011,04-01-2015,0,1,97098,16576,54694,2015,1,0
90011,05-01-2015,0,1,97878,16576,54694,2015,1,0
90011,06-01-2015,0,1,82961,16576,54694,2015,1,0
90011,07-01-2015,0,1,103952,16576,54694,2015,1,0
90011,08-01-2015,0,1,76764,16576,54694,2015,1,0
90011,09-01-2015,0,1,99611,16576,54694,2015,1,0
90011,10-01-2015,0,1,99478,16576,54694,2015,1,0
90011,11-01-2015,0,1,84104,16576,54694,2015,1,0
90011,12-01-2015,0,1,95156,16576,54694,2015,1,0
90011,01-01-2016,0,1,75965,16576,54694,2016,1,0
90011,02-01-2016,0,1,86817,16576,54694,2016,1,0
90011,03-01-2016,0,1,100982,16576,54694,2016,1,0
90011,04-01-2016,0,1,74156,16576,54694,2016,1,0
90011,05-01-2016,0,1,105951,16576,54694,2016,1,0
90011,06-01-2016,0,1,89558,16576,54694,2016,1,0
90011,07-01-2016,0,1,80229,16576,54694,2016,1,0
90011,08-01-2016,0,1,100905,16576,54694,2016,1,0
90011,09-01-2016,0,1,79411,16576,54694,2016,1,0
90011,10-01-2016,0,1,81562,16576,54694,2016,1,0
90011,11-01-2016,0,1,103895,16576,54694,2016,1,0
90011,12-01-2016,0,1,95194,16576,54694,2016,1,0
90018,01-01-2015,0,0,62742,21369,30926,2015,0,0
90018,02-01-2015,0,0,56067,21369,30926,2015,0,0
90018,03-01-2015,0,0,60581,21369,30926,2015,0,0
90018,04-01-2015,0,0,68590,21369,30926,2015,0,0
90018,05-01-2015,0,0,70778,21369,30926,2015,0,0
90018,06-01-2015,0,0,52459,21369,30926,2015,0,0
90018,07-01-2015,0,0,57402,21369,30926,2015,0,0
90018,08-01-2015,0,0,60231,21369,30926,2015,0,0
90018,09-01-2015,0,0,58288,21369,30926,2015,0,0
90018,10-01-2015,0,0,64116,21369,30926,2015,0,0
90018,11-01-2015,0,0,68002,21369,30926,2015,0,0
90018,12-01-2015,0,0,72166,21369,30926,2015,0,0
90018,01-01-2016,0,0,56497,21369,30926,2016,0,0
90018,02-01-2016,0,0,57177,21369,30926,2016,0,0
90018,03-01-2016,0,0,65425,21369,30926,2016,0,0
90018,04-01-2016,0,0,69390,21369,30926,2016,0,0
90018,05-01-2016,0,0,55770,21369,30926,2016,0,0
90018,06-01-2016,0,0,59219,21369,30926,2016,0,0
90018,07-01-2016,0,0,72152,21369,30926,2016,0,0
90018,08-01-2016,0,0,56464,21369,30926,2016,0,0
90018,09-01-2016,0,0,62154,21369,30926,2016,0,0
90018,10-01-2016,0,0,65921,21369,30926,2016,0,0
90018,11-01-2016,0,0,67355,21369,30926,2016,0,0
90018,12-01-2016,0,0,68650,21369,30926,2016,0,0
90019,01-01-2015,0,1,135407,27104,44848,2015,1,0
90019,02-01-2015,0,1,98214,27104,44848,2015,1,0
90019,03-01-2015,0,1,143358,27104,44848,2015,1,0
90019,04-01-2015,0,1,125081,27104,44848,2015,1,0
90019,05-01-2015,0,1,113262,27104,44848,2015,1,0
90019,06-01-2015,0,1,121329,27104,44848,2015,1,0
90019,07-01-2015,0,1,111960,27104,44848,2015,1,0
90019,08-01-2015,0,1,105234,27104,44848,2015,1,0
90019,09-01-2015,0,1,117615,27104,44848,2015,1,0
90019,10-01-2015,0,1,119886,27104,44848,2015,1,0
90019,11-01-2015,0,1,106140,27104,44848,2015,1,0
90019,12-01-2015,0,1,132777,27104,44848,2015,1,0
90019,01-01-2016,0,1,104277,27104,44848,2016,1,0
90019,02-01-2016,0,1,113722,27104,44848,2016,1,0
90019,03-01-2016,0,1,134016,27104,44848,2016,1,0
90019,04-01-2016,0,1,126102,27104,44848,2016,1,0
90019,05-01-2016,0,1,104417,27104,44848,2016,1,0
90019,06-01-2016,0,1,104149,27104,44848,2016,1,0
90019,07-01-2016,0,1,121252,27104,44848,2016,1,0
90019,08-01-2016,0,1,111195,27104,44848,2016,1,0
90019,09-01-2016,0,1,120614,27104,44848,2016,1,0
90019,10-01-2016,0,1,141801,27104,44848,2016,1,0
90019,11-01-2016,0,1,117512,27104,44848,2016,1,0
90019,12-01-2016,0,1,118853,27104,44848,2016,1,0
90022,01-01-2015,0,1,86945,21158,39199,2015,1,0
90022,02-01-2015,0,1,89540,21158,39199,2015,1,0
90022,03-01-2015,0,1,69127,21158,39199,2015,1,0
90022,04-01-2015,0,1,88756,21158,39199,2015,1,0
90022,05-01-2015,0,1,85316,21158,39199,2015,1,0
90022,06-01-2015,0,1,88834,21158,39199,2015,1,0
90022,07-01-2015,0,1,77888,21158,39199,2015,1,0
90022,08-01-2015,0,1,85038,21158,39199,2015,1,0
90022,09-01-2015,0,1,73882,21158,39199,2015,1,0
90022,10-01-2015,0,1,78454,21158,39199,2015,1,0
90022,11-01-2015,0,1,96820,21158,39199,2015,1,0
90022,12-01-2015,0,1,73003,21158,39199,2015,1,0
90022,01-01-2016,0,1,95871,21158,39199,2016,1,0
90022,02-01-2016,0,1,96010,21158,39199,2016,1,0
90022,03-01-2016,0,1,94155,21158,39199,2016,1,0
90022,04-01-2016,0,1,98666,21158,39199,2016,1,0
90022,05-01-2016,0,1,79247,21158,39199,2016,1,0
90022,06-01-2016,0,1,79316,21158,39199,2016,1,0
90022,07-01-2016,0,1,76390,21158,39199,2016,1,0
90022,08-01-2016,0,1,89697,21158,39199,2016,1,0
90022,09-01-2016,0,1,81903,21158,39199,2016,1,0
90022,10-01-2016,0,1,87781,21158,39199,2016,1,0
90022,11-01-2016,0,1,82730,21158,39199,2016,1,0
90022,12-01-2016,0,1,98753,21158,39199,2016,1,0
90026,01-01-2015,0,1,140311,26770,47984,2015,1,0
90026,02-01-2015,0,1,145760,26770,47984,2015,1,0
90026,03-01-2015,0,1,134876,26770,47984,2015,1,0
90026,04-01-2015,0,1,115238,26770,47984,2015,1,0
90026,05-01-2015,0,1,151425,26770,47984,2015,1,0
90026,06-01-2015,0,1,128213,26770,47984,2015,1,0
90026,07-01-2015,0,1,130830,26770,47984,2015,1,0
90026,08-01-2015,0,1,113498,26770,47984,2015,1,0
90026,09-01-2015,0,1,122036,26770,47984,2015,1,0
90026,10-01-2015,0,1,121725,26770,47984,2015,1,0
90026,11-01-2015,0,1,134539,26770,47984,2015,1,0
90026,12-01-2015,0,1,125596,26770,47984,2015,1,0
90026,01-01-2016,0,1,124302,26770,47984,2016,1,0
90026,02-01-2016,0,1,142874,26770,47984,2016,1,0
90026,03-01-2016,0,1,116317,26770,47984,2016,1,0
90026,04-01-2016,0,1,134876,26770,47984,2016,1,0
90026,05-01-2016,0,1,111704,26770,47984,2016,1,0
90026,06-01-2016,0,1,120363,26770,47984,2016,1,0
90026,07-01-2016,0,1,123964,26770,47984,2016,1,0
90026,08-01-2016,0,1,144398,26770,47984,2016,1,0
90026,09-01-2016,0,1,114038,26770,47984,2016,1,0
90026,10-01-2016,0,1,129049,26770,47984,2016,1,0
90026,11-01-2016,0,1,140945,26770,47984,2016,1,0
90026,12-01-2016,0,1,129521,26770,47984,2016,1,0
90027,01-01-2015,1,0,124773,37969,36412,2015,0,1
90027,02-01-2015,1,0,129584,37969,36412,2015,0,1
90027,03-01-2015,1,0,115579,37969,36412,2015,0,1
90027,04-01-2015,1,0,143838,37969,36412,2015,0,1
90027,05-01-2015,1,0,124649,37969,36412,2015,0,1
90027,06-01-2015,1,0,128713,37969,36412,2015,0,1
90027,07-01-2015,1,0,132280,37969,36412,2015,0,1
90027,08-01-2015,1,0,105072,37969,36412,2015,0,1
90027,09-01-2015,1,0,136704,37969,36412,2015,0,1
90027,10-01-2015,1,0,110160,37969,36412,2015,0,1
90027,11-01-2015,1,0,132778,37969,36412,2015,0,1
90027,12-01-2015,1,0,116796,37969,36412,2015,0,1
90027,01-01-2016,1,0,118062,37969,36412,2016,0,1
90027,02-01-2016,1,0,137960,37969,36412,2016,0,1
90027,03-01-2016,1,0,122160,37969,36412,2016,0,1
90027,04-01-2016,1,0,133652,37969,36412,2016,0,1
90027,05-01-2016,1,0,111642,37969,36412,2016,0,1
90027,06-01-2016,1,0,112192,37969,36412,2016,0,1
90027,07-01-2016,1,0,117221,37969,36412,2016,0,1
90027,08-01-2016,1,0,126086,37969,36412,2016,0,1
90027,09-01-2016,1,0,148736,37969,36412,2016,0,1
90027,10-01-2016,1,0,118600,37969,36412,2016,0,1
90027,11-01-2016,1,0,131101,37969,36412,2016,0,1
90027,12-01-2016,1,0,138075,37969,36412,2016,0,1
90034,01-01-2015,1,1,170356,39548,43293,2015,1,1
90034,02-01-2015,1,1,165520,39548,43293,2015,1,1
90034,03-01-2015,1,1,190077,39548,43293,2015,1,1
90034,04-01-2015,1,1,192576,39548,43293,2015,1,1
90034,05-01-2015,1,1,194158,39548,43293,2015,1,1
90034,06-01-2015,1,1,164801,39548,43293,2015,1,1
90034,07-01-2015,1,1,177762,39548,43293,2015,1,1
90034,08-01-2015,1,1,145618,39548,43293,2015,1,1
90034,09-01-2015,1,1,194428,39548,43293,2015,1,1
90034,10-01-2015,1,1,179614,39548,43293,2015,1,1
90034,11-01-2015,1,1,196315,39548,43293,2015,1,1
90034,12-01-2015,1,1,165520,39548,43293,2015,1,1
90034,01-01-2016,1,1,180920,39548,43293,2016,1,1
90034,02-01-2016,1,1,164560,39548,43293,2016,1,1
90034,03-01-2016,1,1,192197,39548,43293,2016,1,1
90034,04-01-2016,1,1,175403,39548,43293,2016,1,1
90034,05-01-2016,1,1,173847,39548,43293,2016,1,1
90034,06-01-2016,1,1,172055,39548,43293,2016,1,1
90034,07-01-2016,1,1,150737,39548,43293,2016,1,1
90034,08-01-2016,1,1,182711,39548,43293,2016,1,1
90034,09-01-2016,1,1,166841,39548,43293,2016,1,1
90034,10-01-2016,1,1,211589,39548,43293,2016,1,1
90034,11-01-2016,1,1,161917,39548,43293,2016,1,1
90034,12-01-2016,1,1,157211,39548,43293,2016,1,1
90042,01-01-2015,0,0,96301,29705,41183,2015,1,0
90042,02-01-2015,0,0,108143,29705,41183,2015,1,0
90042,03-01-2015,0,0,136133,29705,41183,2015,1,0
90042,04-01-2015,0,0,111960,29705,41183,2015,1,0
90042,05-01-2015,0,0,118689,29705,41183,2015,1,0
90042,06-01-2015,0,0,102761,29705,41183,2015,1,0
90042,07-01-2015,0,0,122138,29705,41183,2015,1,0
90042,08-01-2015,0,0,105366,29705,41183,2015,1,0
90042,09-01-2015,0,0,110688,29705,41183,2015,1,0
90042,10-01-2015,0,0,137406,29705,41183,2015,1,0
90042,11-01-2015,0,0,101782,29705,41183,2015,1,0
90042,12-01-2015,0,0,109416,29705,41183,2015,1,0
90042,01-01-2016,0,0,117477,29705,41183,2016,1,0
90042,02-01-2016,0,0,100522,29705,41183,2016,1,0
90042,03-01-2016,0,0,124744,29705,41183,2016,1,0
90042,04-01-2016,0,0,129478,29705,41183,2016,1,0
90042,05-01-2016,0,0,99825,29705,41183,2016,1,0
90042,06-01-2016,0,0,111752,29705,41183,2016,1,0
90042,07-01-2016,0,0,127227,29705,41183,2016,1,0
90042,08-01-2016,0,0,119459,29705,41183,2016,1,0
90042,09-01-2016,0,0,111324,29705,41183,2016,1,0
90042,10-01-2016,0,0,111495,29705,41183,2016,1,0
90042,11-01-2016,0,0,138727,29705,41183,2016,1,0
90042,12-01-2016,0,0,138727,29705,41183,2016,1,0
90044,01-01-2015,0,0,107798,21585,48477,2015,1,0
90044,02-01-2015,0,0,81513,21585,48477,2015,1,0
90044,03-01-2015,0,0,84945,21585,48477,2015,1,0
90044,04-01-2015,0,0,109618,21585,48477,2015,1,0
90044,05-01-2015,0,0,107777,21585,48477,2015,1,0
90044,06-01-2015,0,0,120856,21585,48477,2015,1,0
90044,07-01-2015,0,0,102388,21585,48477,2015,1,0
90044,08-01-2015,0,0,114264,21585,48477,2015,1,0
90044,09-01-2015,0,0,97376,21585,48477,2015,1,0
90044,10-01-2015,0,0,105558,21585,48477,2015,1,0
90044,11-01-2015,0,0,117560,21585,48477,2015,1,0
90044,12-01-2015,0,0,108698,21585,48477,2015,1,0
90044,01-01-2016,0,0,96172,21585,48477,2016,1,0
90044,02-01-2016,0,0,99343,21585,48477,2016,1,0
90044,03-01-2016,0,0,84495,21585,48477,2016,1,0
90044,04-01-2016,0,0,83375,21585,48477,2016,1,0
90044,05-01-2016,0,0,101394,21585,48477,2016,1,0
90044,06-01-2016,0,0,99343,21585,48477,2016,1,0
90044,07-01-2016,0,0,102388,21585,48477,2016,1,0
90044,08-01-2016,0,0,106647,21585,48477,2016,1,0
90044,09-01-2016,0,0,115196,21585,48477,2016,1,0
90044,10-01-2016,0,0,97941,21585,48477,2016,1,0
90044,11-01-2016,0,0,83061,21585,48477,2016,1,0
90044,12-01-2016,0,0,109723,21585,48477,2016,1,0
90047,01-01-2015,0,0,76316,30927,30707,2015,0,0
90047,02-01-2015,0,0,79431,30927,30707,2015,0,0
90047,03-01-2015,0,0,86079,30927,30707,2015,0,0
90047,04-01-2015,0,0,101710,30927,30707,2015,0,0
90047,05-01-2015,0,0,105699,30927,30707,2015,0,0
90047,06-01-2015,0,0,105585,30927,30707,2015,0,0
90047,07-01-2015,0,0,102375,30927,30707,2015,0,0
90047,08-01-2015,0,0,79231,30927,30707,2015,0,0
90047,09-01-2015,0,0,77494,30927,30707,2015,0,0
90047,10-01-2015,0,0,83761,30927,30707,2015,0,0
90047,11-01-2015,0,0,90865,30927,30707,2015,0,0
90047,12-01-2015,0,0,100713,30927,30707,2015,0,0
90047,01-01-2016,0,0,84692,30927,30707,2016,0,0
90047,02-01-2016,0,0,90257,30927,30707,2016,0,0
90047,03-01-2016,0,0,85670,30927,30707,2016,0,0
90047,04-01-2016,0,0,95917,30927,30707,2016,0,0
90047,05-01-2016,0,0,91197,30927,30707,2016,0,0
90047,06-01-2016,0,0,94958,30927,30707,2016,0,0
90047,07-01-2016,0,0,103705,30927,30707,2016,0,0
90047,08-01-2016,0,0,93828,30927,30707,2016,0,0
90047,09-01-2016,0,0,81767,30927,30707,2016,0,0
90047,10-01-2016,0,0,102707,30927,30707,2016,0,0
90047,11-01-2016,0,0,101539,30927,30707,2016,0,0
90047,12-01-2016,0,0,99488,30927,30707,2016,0,0
90063,01-01-2015,0,0,56446,22333,31393,2015,0,0
90063,02-01-2015,0,0,70103,22333,31393,2015,0,0
90063,03-01-2015,0,0,59089,22333,31393,2015,0,0
90063,04-01-2015,0,0,64613,22333,31393,2015,0,0
90063,05-01-2015,0,0,63898,22333,31393,2015,0,0
90063,06-01-2015,0,0,58303,22333,31393,2015,0,0
90063,07-01-2015,0,0,60659,22333,31393,2015,0,0
90063,08-01-2015,0,0,70047,22333,31393,2015,0,0
90063,09-01-2015,0,0,69935,22333,31393,2015,0,0
90063,10-01-2015,0,0,72185,22333,31393,2015,0,0
90063,11-01-2015,0,0,64606,22333,31393,2015,0,0
90063,12-01-2015,0,0,56537,22333,31393,2015,0,0
90063,01-01-2016,0,0,68708,22333,31393,2016,0,0
90063,02-01-2016,0,0,70082,22333,31393,2016,0,0
90063,03-01-2016,0,0,70727,22333,31393,2016,0,0
90063,04-01-2016,0,0,58556,22333,31393,2016,0,0
90063,05-01-2016,0,0,72935,22333,31393,2016,0,0
90063,06-01-2016,0,0,72935,22333,31393,2016,0,0
90063,07-01-2016,0,0,63099,22333,31393,2016,0,0
90063,08-01-2016,0,0,74127,22333,31393,2016,0,0
90063,09-01-2016,0,0,68007,22333,31393,2016,0,0
90063,10-01-2016,0,0,76560,22333,31393,2016,0,0
90063,11-01-2016,0,0,60785,22333,31393,2016,0,0
90063,12-01-2016,0,0,57357,22333,31393,2016,0,0
90065,01-01-2015,0,0,97167,32220,30820,2015,0,0
90065,02-01-2015,0,0,86790,32220,30820,2015,0,0
90065,03-01-2015,0,0,98289,32220,30820,2015,0,0
90065,04-01-2015,0,0,79630,32220,30820,2015,0,0
90065,05-01-2015,0,0,104128,32220,30820,2015,0,0
90065,06-01-2015,0,0,99262,32220,30820,2015,0,0
90065,07-01-2015,0,0,105310,32220,30820,2015,0,0
90065,08-01-2015,0,0,101884,32220,30820,2015,0,0
90065,09-01-2015,0,0,81428,32220,30820,2015,0,0
90065,10-01-2015,0,0,112569,32220,30820,2015,0,0
90065,11-01-2015,0,0,105340,32220,30820,2015,0,0
90065,12-01-2015,0,0,95360,32220,30820,2015,0,0
90065,01-01-2016,0,0,98289,32220,30820,2016,0,0
90065,02-01-2016,0,0,94397,32220,30820,2016,0,0
90065,03-01-2016,0,0,109322,32220,30820,2016,0,0
90065,04-01-2016,0,0,79630,32220,30820,2016,0,0
90065,05-01-2016,0,0,79630,32220,30820,2016,0,0
90065,06-01-2016,0,0,88478,32220,30820,2016,0,0
90065,07-01-2016,0,0,88617,32220,30820,2016,0,0
90065,08-01-2016,0,0,84248,32220,30820,2016,0,0
90065,09-01-2016,0,0,110503,32220,30820,2016,0,0
90065,10-01-2016,0,0,90544,32220,30820,2016,0,0
90065,11-01-2016,0,0,96968,32220,30820,2016,0,0
90065,12-01-2016,0,0,109441,32220,30820,2016,0,0
90066,01-01-2015,0,0,186205,43583,41081,2015,1,1
90066,02-01-2015,0,0,196948,43583,41081,2015,1,1
90066,03-01-2015,0,0,159349,43583,41081,2015,1,1
90066,04-01-2015,0,0,163288,43583,41081,2015,1,1
90066,05-01-2015,0,0,150665,43583,41081,2015,1,1
90066,06-01-2015,0,0,193492,43583,41081,2015,1,1
90066,07-01-2015,0,0,187995,43583,41081,2015,1,1
90066,08-01-2015,0,0,191576,43583,41081,2015,1,1
90066,09-01-2015,0,0,143235,43583,41081,2015,1,1
90066,10-01-2015,0,0,156484,43583,41081,2015,1,1
90066,11-01-2015,0,0,146475,43583,41081,2015,1,1
90066,12-01-2015,0,0,142125,43583,41081,2015,1,1
90066,01-01-2016,0,0,154783,43583,41081,2016,1,1
90066,02-01-2016,0,0,153977,43583,41081,2016,1,1
90066,03-01-2016,0,0,166689,43583,41081,2016,1,1
90066,04-01-2016,0,0,165436,43583,41081,2016,1,1
90066,05-01-2016,0,0,180726,43583,41081,2016,1,1
90066,06-01-2016,0,0,182356,43583,41081,2016,1,1
90066,07-01-2016,0,0,155983,43583,41081,2016,1,1
90066,08-01-2016,0,0,202856,43583,41081,2016,1,1
90066,09-01-2016,0,0,167316,43583,41081,2016,1,1
90066,10-01-2016,0,0,150826,43583,41081,2016,1,1
90066,11-01-2016,0,0,162285,43583,41081,2016,1,1
90066,12-01-2016,0,0,188067,43583,41081,2016,1,1
90201,01-01-2015,0,1,112355,21792,54796,2015,1,0
90201,02-01-2015,0,1,101108,21792,54796,2015,1,0
90201,03-01-2015,0,1,115502,21792,54796,2015,1,0
90201,04-01-2015,0,1,135601,21792,54796,2015,1,0
90201,05-01-2015,0,1,110838,21792,54796,2015,1,0
90201,06-01-2015,0,1,103515,21792,54796,2015,1,0
90201,07-01-2015,0,1,106901,21792,54796,2015,1,0
90201,08-01-2015,0,1,128792,21792,54796,2015,1,0
90201,09-01-2015,0,1,127852,21792,54796,2015,1,0
90201,10-01-2015,0,1,131200,21792,54796,2015,1,0
90201,11-01-2015,0,1,97673,21792,54796,2015,1,0
90201,12-01-2015,0,1,136917,21792,54796,2015,1,0
90201,01-01-2016,0,1,115540,21792,54796,2016,1,0
90201,02-01-2016,0,1,134284,21792,54796,2016,1,0
90201,03-01-2016,0,1,106750,21792,54796,2016,1,0
90201,04-01-2016,0,1,109270,21792,54796,2016,1,0
90201,05-01-2016,0,1,138234,21792,54796,2016,1,0
90201,06-01-2016,0,1,100945,21792,54796,2016,1,0
90201,07-01-2016,0,1,140867,21792,54796,2016,1,0
90201,08-01-2016,0,1,121269,21792,54796,2016,1,0
90201,09-01-2016,0,1,136767,21792,54796,2016,1,0
90201,10-01-2016,0,1,130335,21792,54796,2016,1,0
90201,11-01-2016,0,1,109985,21792,54796,2016,1,0
90201,12-01-2016,0,1,106637,21792,54796,2016,1,0
90247,01-01-2015,0,1,100442,31492,31005,2015,0,0
90247,02-01-2015,0,1,88416,31492,31005,2015,0,0
90247,03-01-2015,0,1,81690,31492,31005,2015,0,0
90247,04-01-2015,0,1,95449,31492,31005,2015,0,0
90247,05-01-2015,0,1,98299,31492,31005,2015,0,0
90247,06-01-2015,0,1,90220,31492,31005,2015,0,0
90247,07-01-2015,0,1,93070,31492,31005,2015,0,0
90247,08-01-2015,0,1,95449,31492,31005,2015,0,0
90247,09-01-2015,0,1,106573,31492,31005,2015,0,0
90247,10-01-2015,0,1,117338,31492,31005,2015,0,0
90247,11-01-2015,0,1,91348,31492,31005,2015,0,0
90247,12-01-2015,0,1,104327,31492,31005,2015,0,0
90247,01-01-2016,0,1,104573,31492,31005,2016,0,0
90247,02-01-2016,0,1,97028,31492,31005,2016,0,0
90247,03-01-2016,0,1,84479,31492,31005,2016,0,0
90247,04-01-2016,0,1,83659,31492,31005,2016,0,0
90247,05-01-2016,0,1,95469,31492,31005,2016,0,0
90247,06-01-2016,0,1,111935,31492,31005,2016,0,0
90247,07-01-2016,0,1,102431,31492,31005,2016,0,0
90247,08-01-2016,0,1,86119,31492,31005,2016,0,0
90247,09-01-2016,0,1,86796,31492,31005,2016,0,0
90247,10-01-2016,0,1,89759,31492,31005,2016,0,0
90247,11-01-2016,0,1,101190,31492,31005,2016,0,0
90247,12-01-2016,0,1,107690,31492,31005,2016,0,0
90250,01-01-2015,0,1,177736,31396,58508,2015,1,0
90250,02-01-2015,0,1,198315,31396,58508,2015,1,0
90250,03-01-2015,0,1,168034,31396,58508,2015,1,0
90250,04-01-2015,0,1,171428,31396,58508,2015,1,0
90250,05-01-2015,0,1,194419,31396,58508,2015,1,0
90250,06-01-2015,0,1,150251,31396,58508,2015,1,0
90250,07-01-2015,0,1,175093,31396,58508,2015,1,0
90250,08-01-2015,0,1,168574,31396,58508,2015,1,0
90250,09-01-2015,0,1,196271,31396,58508,2015,1,0
90250,10-01-2015,0,1,216639,31396,58508,2015,1,0
90250,11-01-2015,0,1,177273,31396,58508,2015,1,0
90250,12-01-2015,0,1,181400,31396,58508,2015,1,0
90250,01-01-2016,0,1,164446,31396,58508,2016,1,0
90250,02-01-2016,0,1,208538,31396,58508,2016,1,0
90250,03-01-2016,0,1,201556,31396,58508,2016,1,0
90250,04-01-2016,0,1,163945,31396,58508,2016,1,0
90250,05-01-2016,0,1,190562,31396,58508,2016,1,0
90250,06-01-2016,0,1,194805,31396,58508,2016,1,0
90250,07-01-2016,0,1,188344,31396,58508,2016,1,0
90250,08-01-2016,0,1,186550,31396,58508,2016,1,0
90250,09-01-2016,0,1,170406,31396,58508,2016,1,0
90250,10-01-2016,0,1,176520,31396,58508,2016,1,0
90250,11-01-2016,0,1,202057,31396,58508,2016,1,0
90250,12-01-2016,0,1,179568,31396,58508,2016,1,0
90255,01-01-2015,0,0,95352,21100,42794,2015,1,0
90255,02-01-2015,0,0,91144,21100,42794,2015,1,0
90255,03-01-2015,0,0,74331,21100,42794,2015,1,0
90255,04-01-2015,0,0,89392,21100,42794,2015,1,0
90255,05-01-2015,0,0,77193,21100,42794,2015,1,0
90255,06-01-2015,0,0,85564,21100,42794,2015,1,0
90255,07-01-2015,0,0,93934,21100,42794,2015,1,0
90255,08-01-2015,0,0,90295,21100,42794,2015,1,0
